Number of cores: 152
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 31597.781395
Train Epoch: 60 	 Training Loss: 2.104440
Train Epoch: 60 	 Validation Loss: 2.152167
Train Epoch: 60 	 Training Loss: 2.112952
Train Epoch: 60 	 Validation Loss: 2.057145
Train Epoch: 70 	 Training Loss: 2.098392
Train Epoch: 70 	 Validation Loss: 2.143755
Train Epoch: 70 	 Training Loss: 2.106218
Train Epoch: 70 	 Validation Loss: 2.054462
Train Epoch: 80 	 Training Loss: 2.094349
Train Epoch: 80 	 Validation Loss: 2.138223
Train Epoch: 80 	 Training Loss: 2.101857
Train Epoch: 80 	 Validation Loss: 2.052965
Train Epoch: 90 	 Training Loss: 2.091270
Train Epoch: 90 	 Validation Loss: 2.134284
Train Epoch: 90 	 Training Loss: 2.098624
Train Epoch: 90 	 Validation Loss: 2.051932
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 19551.348343
Train Epoch: 0 	 Validation Loss: 17881.597656
Train Epoch: 0 	 Training Loss: 18512.606228
Train Epoch: 0 	 Validation Loss: 16763.001367
Train Epoch: 10 	 Training Loss: 11544.062211
Train Epoch: 10 	 Training Loss: 12255.738987
Train Epoch: 10 	 Validation Loss: 11269.752734
Train Epoch: 10 	 Validation Loss: 10516.404980
Train Epoch: 20 	 Training Loss: 7884.232440
Train Epoch: 20 	 Validation Loss: 7209.527441
Train Epoch: 20 	 Training Loss: 8383.395924
Train Epoch: 20 	 Validation Loss: 7738.111133
Train Epoch: 30 	 Training Loss: 6079.790437
Train Epoch: 30 	 Training Loss: 5712.461742
Train Epoch: 30 	 Validation Loss: 5237.144873
Train Epoch: 30 	 Validation Loss: 5626.342871
Train Epoch: 40 	 Training Loss: 4593.348434
Train Epoch: 40 	 Validation Loss: 4258.680908
Train Epoch: 40 	 Training Loss: 4313.084446
Train Epoch: 40 	 Validation Loss: 3961.627002
Train Epoch: 50 	 Training Loss: 3575.774021
Train Epoch: 50 	 Validation Loss: 3319.861426
Train Epoch: 50 	 Training Loss: 3356.031865
Train Epoch: 50 	 Validation Loss: 3086.924512
Train Epoch: 60 	 Training Loss: 2847.363797
Train Epoch: 60 	 Validation Loss: 2646.419238
Train Epoch: 60 	 Training Loss: 2671.428815
Train Epoch: 60 	 Validation Loss: 2459.925928
Train Epoch: 70 	 Training Loss: 2307.531793
Train Epoch: 70 	 Validation Loss: 2146.502173
Train Epoch: 70 	 Training Loss: 2164.333614
Train Epoch: 70 	 Validation Loss: 1994.733423
Train Epoch: 80 	 Training Loss: 1896.255450
Train Epoch: 80 	 Validation Loss: 1765.130933
Train Epoch: 80 	 Training Loss: 1778.170125
Train Epoch: 80 	 Validation Loss: 1640.009961
Train Epoch: 90 	 Training Loss: 1575.845172
Train Epoch: 90 	 Validation Loss: 1467.698730
Train Epoch: 90 	 Training Loss: 1477.432287
Train Epoch: 90 	 Validation Loss: 1363.455054
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.445622
Train Epoch: 0 	 Validation Loss: 3.020574
Train Epoch: 0 	 Training Loss: 3.516801
Train Epoch: 0 	 Validation Loss: 3.597979
Train Epoch: 10 	 Training Loss: 2.592181
Train Epoch: 10 	 Validation Loss: 2.705649
Train Epoch: 10 	 Training Loss: 2.613648
Train Epoch: 10 	 Validation Loss: 2.382902
Train Epoch: 20 	 Training Loss: 2.301888
Train Epoch: 20 	 Validation Loss: 2.413429
Train Epoch: 20 	 Training Loss: 2.330165
Train Epoch: 20 	 Validation Loss: 2.176845
Train Epoch: 30 	 Training Loss: 2.211291
Train Epoch: 30 	 Validation Loss: 2.096994
Train Epoch: 30 	 Training Loss: 2.188163
Train Epoch: 30 	 Validation Loss: 2.295407
Train Epoch: 40 	 Training Loss: 2.157156
Train Epoch: 40 	 Validation Loss: 2.064978
Train Epoch: 40 	 Training Loss: 2.138353
Train Epoch: 40 	 Validation Loss: 2.243024
Train Epoch: 50 	 Training Loss: 2.131253
Train Epoch: 50 	 Validation Loss: 2.052487
Train Epoch: 50 	 Training Loss: 2.114818
Train Epoch: 50 	 Validation Loss: 2.219071
Train Epoch: 60 	 Training Loss: 2.117959
Train Epoch: 60 	 Validation Loss: 2.047687
Train Epoch: 60 	 Training Loss: 2.102569
Train Epoch: 60 	 Validation Loss: 2.208351
Train Epoch: 70 	 Training Loss: 2.110214
Train Epoch: 70 	 Validation Loss: 2.045511
Train Epoch: 70 	 Training Loss: 2.095160
Train Epoch: 70 	 Validation Loss: 2.204051
Train Epoch: 80 	 Training Loss: 2.104869
Train Epoch: 80 	 Validation Loss: 2.043954
Train Epoch: 80 	 Training Loss: 2.089826
Train Epoch: 80 	 Validation Loss: 2.202962
Train Epoch: 90 	 Training Loss: 2.100601
Train Epoch: 90 	 Validation Loss: 2.042405
Train Epoch: 90 	 Training Loss: 2.085452
Train Epoch: 90 	 Validation Loss: 2.203483
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 15822.160482
Train Epoch: 0 	 Training Loss: 16302.909017
Train Epoch: 0 	 Validation Loss: 17179.895898
Train Epoch: 0 	 Validation Loss: 13189.162207
Train Epoch: 10 	 Training Loss: 10204.263093
Train Epoch: 10 	 Validation Loss: 10815.223047
Train Epoch: 10 	 Training Loss: 9936.741410
Train Epoch: 10 	 Validation Loss: 8327.772656
Train Epoch: 20 	 Training Loss: 6984.580919
Train Epoch: 20 	 Validation Loss: 7429.880957
Train Epoch: 20 	 Training Loss: 6804.496672
Train Epoch: 20 	 Validation Loss: 5724.496826
Train Epoch: 30 	 Training Loss: 5068.382921
Train Epoch: 30 	 Validation Loss: 5404.997949
Train Epoch: 30 	 Training Loss: 4938.474022
Train Epoch: 30 	 Validation Loss: 4165.575391
Train Epoch: 40 	 Training Loss: 3831.120732
Train Epoch: 40 	 Validation Loss: 4092.917578
Train Epoch: 40 	 Training Loss: 3733.176948
Train Epoch: 40 	 Validation Loss: 3154.916821
Train Epoch: 50 	 Training Loss: 2907.464098
Train Epoch: 50 	 Validation Loss: 2460.639160
Train Epoch: 50 	 Training Loss: 2983.636882
Train Epoch: 50 	 Validation Loss: 3191.810889
Train Epoch: 60 	 Training Loss: 2316.057084
Train Epoch: 60 	 Validation Loss: 1962.319458
Train Epoch: 60 	 Training Loss: 2376.687401
Train Epoch: 60 	 Validation Loss: 2545.145239
Train Epoch: 70 	 Training Loss: 1877.559335
Train Epoch: 70 	 Validation Loss: 1592.225085
Train Epoch: 70 	 Training Loss: 1926.686053
Train Epoch: 70 	 Validation Loss: 2064.925928
Train Epoch: 80 	 Training Loss: 1543.365709
Train Epoch: 80 	 Validation Loss: 1309.786084
Train Epoch: 80 	 Training Loss: 1583.728305
Train Epoch: 80 	 Validation Loss: 1698.461401
Train Epoch: 90 	 Training Loss: 1316.463322
Train Epoch: 90 	 Validation Loss: 1412.574951
Train Epoch: 90 	 Training Loss: 1282.922951
Train Epoch: 90 	 Validation Loss: 1089.436047
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.315460
Train Epoch: 0 	 Validation Loss: 3.570780
Train Epoch: 0 	 Training Loss: 3.396131
Train Epoch: 0 	 Validation Loss: 3.315901
Train Epoch: 10 	 Training Loss: 2.585249
Train Epoch: 10 	 Validation Loss: 2.761060
Train Epoch: 10 	 Training Loss: 2.587982
Train Epoch: 10 	 Validation Loss: 2.585275
Train Epoch: 20 	 Training Loss: 2.316435
Train Epoch: 20 	 Validation Loss: 2.441054
Train Epoch: 20 	 Training Loss: 2.316514
Train Epoch: 20 	 Validation Loss: 2.338969
Train Epoch: 30 	 Training Loss: 2.203100
Train Epoch: 30 	 Validation Loss: 2.297162
Train Epoch: 30 	 Training Loss: 2.204431
Train Epoch: 30 	 Validation Loss: 2.237837
Train Epoch: 40 	 Training Loss: 2.152499
Train Epoch: 40 	 Validation Loss: 2.227603
Train Epoch: 40 	 Training Loss: 2.154086
Train Epoch: 40 	 Validation Loss: 2.193495
Train Epoch: 50 	 Training Loss: 2.130175
Train Epoch: 50 	 Validation Loss: 2.173819
Train Epoch: 50 	 Training Loss: 2.129093
Train Epoch: 50 	 Validation Loss: 2.191911
Train Epoch: 60 	 Training Loss: 2.117857
Train Epoch: 60 	 Training Loss: 2.117657
Train Epoch: 60 	 Validation Loss: 2.165232
Train Epoch: 60 	 Validation Loss: 2.172227
Train Epoch: 70 	 Training Loss: 2.111420
Train Epoch: 70 	 Validation Loss: 2.160311
Train Epoch: 70 	 Training Loss: 2.110619
Train Epoch: 70 	 Validation Loss: 2.161694
Train Epoch: 80 	 Training Loss: 2.105676
Train Epoch: 80 	 Training Loss: 2.107437
Train Epoch: 80 	 Validation Loss: 2.152347
Train Epoch: 80 	 Validation Loss: 2.160510
Train Epoch: 90 	 Training Loss: 2.104507
Train Epoch: 90 	 Validation Loss: 2.146600
Train Epoch: 90 	 Training Loss: 2.101916
Train Epoch: 90 	 Validation Loss: 2.160462
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 15704.054941
Train Epoch: 0 	 Validation Loss: 16109.336523
Train Epoch: 0 	 Training Loss: 16337.530888
Train Epoch: 0 	 Validation Loss: 17094.331836
Train Epoch: 10 	 Training Loss: 9872.856735
Train Epoch: 10 	 Validation Loss: 10185.036621
Train Epoch: 10 	 Training Loss: 10262.418674
Train Epoch: 10 	 Validation Loss: 10801.089062
Train Epoch: 20 	 Training Loss: 6774.259151
Train Epoch: 20 	 Validation Loss: 7014.933301
Train Epoch: 20 	 Training Loss: 7039.130308
Train Epoch: 20 	 Validation Loss: 7436.738477
Train Epoch: 30 	 Training Loss: 4924.040401
Train Epoch: 30 	 Validation Loss: 5112.347168
Train Epoch: 30 	 Training Loss: 5115.300203
Train Epoch: 30 	 Validation Loss: 5418.394922
Train Epoch: 40 	 Training Loss: 3726.635756
Train Epoch: 40 	 Validation Loss: 3876.548633
Train Epoch: 40 	 Training Loss: 3870.658610
Train Epoch: 40 	 Validation Loss: 4107.810498
Train Epoch: 50 	 Training Loss: 2905.049054
Train Epoch: 50 	 Validation Loss: 3026.294824
Train Epoch: 50 	 Training Loss: 3016.866184
Train Epoch: 50 	 Validation Loss: 3206.309766
Train Epoch: 60 	 Training Loss: 2315.868562
Train Epoch: 60 	 Validation Loss: 2415.258057
Train Epoch: 60 	 Training Loss: 2404.704459
Train Epoch: 60 	 Validation Loss: 2558.563721
Train Epoch: 70 	 Training Loss: 1878.570249
Train Epoch: 70 	 Validation Loss: 1960.967065
Train Epoch: 70 	 Training Loss: 1950.427355
Train Epoch: 70 	 Validation Loss: 2077.064600
Train Epoch: 80 	 Training Loss: 1545.009786
Train Epoch: 80 	 Validation Loss: 1613.966406
Train Epoch: 80 	 Training Loss: 1603.955670
Train Epoch: 80 	 Validation Loss: 1709.324463
Train Epoch: 90 	 Training Loss: 1284.876623
Train Epoch: 90 	 Validation Loss: 1343.041846
Train Epoch: 90 	 Training Loss: 1333.780886
Train Epoch: 90 	 Validation Loss: 1422.239233
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 21309.330693
Train Epoch: 0 	 Validation Loss: 25119.099219
Train Epoch: 0 	 Training Loss: 3.414818
Train Epoch: 0 	 Validation Loss: 3.647863
Train Epoch: 10 	 Training Loss: 2.585386
Train Epoch: 10 	 Validation Loss: 2.652041
Train Epoch: 10 	 Training Loss: 13362.656449
Train Epoch: 10 	 Validation Loss: 15848.370703
Train Epoch: 20 	 Training Loss: 2.310046
Train Epoch: 20 	 Validation Loss: 2.329018
Train Epoch: 20 	 Training Loss: 9157.235315
Train Epoch: 20 	 Validation Loss: 10901.520313
Train Epoch: 30 	 Training Loss: 2.197599
Train Epoch: 30 	 Validation Loss: 2.200901
Train Epoch: 30 	 Training Loss: 6650.160509
Train Epoch: 30 	 Validation Loss: 7937.257617
Train Epoch: 40 	 Training Loss: 2.146975
Train Epoch: 40 	 Validation Loss: 2.144353
Train Epoch: 40 	 Training Loss: 5029.541820
Train Epoch: 40 	 Validation Loss: 6014.071973
Train Epoch: 50 	 Training Loss: 2.122713
Train Epoch: 50 	 Validation Loss: 2.117410
Train Epoch: 50 	 Training Loss: 3918.552052
Train Epoch: 50 	 Validation Loss: 4692.057861
Train Epoch: 60 	 Training Loss: 2.110092
Train Epoch: 60 	 Validation Loss: 2.103268
Train Epoch: 60 	 Training Loss: 3122.375081
Train Epoch: 60 	 Validation Loss: 3742.658984
Train Epoch: 70 	 Training Loss: 2.102609
Train Epoch: 70 	 Validation Loss: 2.094709
Train Epoch: 70 	 Training Loss: 2531.769527
Train Epoch: 70 	 Validation Loss: 3037.219580
Train Epoch: 80 	 Training Loss: 2.097418
Train Epoch: 80 	 Validation Loss: 2.088635
Train Epoch: 80 	 Training Loss: 2081.466684
Train Epoch: 80 	 Validation Loss: 2498.638013
Train Epoch: 90 	 Training Loss: 2.093335
Train Epoch: 90 	 Validation Loss: 2.083785
Train Epoch: 90 	 Training Loss: 1730.420996
Train Epoch: 90 	 Validation Loss: 2078.308594
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 23880.886574
Train Epoch: 0 	 Validation Loss: 22718.937891
Train Epoch: 0 	 Training Loss: 22520.365885
Train Epoch: 0 	 Validation Loss: 21696.326172
Train Epoch: 10 	 Training Loss: 15031.144314
Train Epoch: 10 	 Validation Loss: 14377.752930
Train Epoch: 10 	 Training Loss: 14234.331977
Train Epoch: 10 	 Validation Loss: 13782.299414
Train Epoch: 20 	 Training Loss: 10317.015734
Train Epoch: 20 	 Validation Loss: 9904.630176
Train Epoch: 20 	 Training Loss: 9783.439742
Train Epoch: 20 	 Validation Loss: 9508.064258
Train Epoch: 30 	 Training Loss: 7500.379612
Train Epoch: 30 	 Validation Loss: 7218.629004
Train Epoch: 30 	 Training Loss: 7118.465630
Train Epoch: 30 	 Validation Loss: 6935.857227
Train Epoch: 40 	 Training Loss: 5391.039325
Train Epoch: 40 	 Validation Loss: 5262.483447
Train Epoch: 40 	 Training Loss: 5676.926215
Train Epoch: 40 	 Validation Loss: 5473.554883
Train Epoch: 50 	 Training Loss: 4204.508436
Train Epoch: 50 	 Validation Loss: 4109.950781
Train Epoch: 50 	 Training Loss: 4425.508075
Train Epoch: 50 	 Validation Loss: 4272.752930
Train Epoch: 60 	 Training Loss: 3352.932522
Train Epoch: 60 	 Validation Loss: 3281.044434
Train Epoch: 60 	 Training Loss: 3527.932034
Train Epoch: 60 	 Validation Loss: 3409.721289
Train Epoch: 70 	 Training Loss: 2720.502238
Train Epoch: 70 	 Validation Loss: 2664.428906
Train Epoch: 70 	 Training Loss: 2861.659406
Train Epoch: 70 	 Validation Loss: 2768.062109
Train Epoch: 80 	 Training Loss: 2237.852146
Train Epoch: 80 	 Validation Loss: 2193.220996
Train Epoch: 80 	 Training Loss: 2353.389703
Train Epoch: 80 	 Validation Loss: 2277.932251
Train Epoch: 90 	 Training Loss: 1956.966987
Train Epoch: 90 	 Validation Loss: 1895.251489
Train Epoch: 90 	 Training Loss: 1861.285819
Train Epoch: 90 	 Validation Loss: 1825.179028
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.392131
Train Epoch: 0 	 Validation Loss: 3.359525
Train Epoch: 0 	 Training Loss: 3.469976
Train Epoch: 0 	 Validation Loss: 3.539139
Train Epoch: 10 	 Training Loss: 2.600025
Train Epoch: 10 	 Validation Loss: 2.633144
Train Epoch: 10 	 Training Loss: 2.598180
Train Epoch: 10 	 Validation Loss: 2.644351
Train Epoch: 20 	 Training Loss: 2.323264
Train Epoch: 20 	 Validation Loss: 2.363475
Train Epoch: 20 	 Training Loss: 2.316019
Train Epoch: 20 	 Validation Loss: 2.346696
Train Epoch: 30 	 Training Loss: 2.205657
Train Epoch: 30 	 Validation Loss: 2.243631
Train Epoch: 30 	 Training Loss: 2.203086
Train Epoch: 30 	 Validation Loss: 2.226278
Train Epoch: 40 	 Training Loss: 2.151666
Train Epoch: 40 	 Validation Loss: 2.186473
Train Epoch: 40 	 Training Loss: 2.152962
Train Epoch: 40 	 Validation Loss: 2.172646
Train Epoch: 50 	 Training Loss: 2.125714
Train Epoch: 50 	 Validation Loss: 2.157944
Train Epoch: 50 	 Training Loss: 2.129210
Train Epoch: 50 	 Validation Loss: 2.147317
Train Epoch: 60 	 Training Loss: 2.112412
Train Epoch: 60 	 Validation Loss: 2.142844
Train Epoch: 60 	 Training Loss: 2.116949
Train Epoch: 60 	 Validation Loss: 2.134506
Train Epoch: 70 	 Training Loss: 2.104756
Train Epoch: 70 	 Validation Loss: 2.134076
Train Epoch: 70 	 Training Loss: 2.109662
Train Epoch: 70 	 Validation Loss: 2.127266
Train Epoch: 80 	 Training Loss: 2.099587
Train Epoch: 80 	 Validation Loss: 2.128339
Train Epoch: 80 	 Training Loss: 2.104522
Train Epoch: 80 	 Validation Loss: 2.122528
Train Epoch: 90 	 Training Loss: 2.095560
Train Epoch: 90 	 Validation Loss: 2.124147
Train Epoch: 90 	 Training Loss: 2.100381
Train Epoch: 90 	 Validation Loss: 2.118979
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.663488
Train Epoch: 0 	 Validation Loss: 3.623042
Train Epoch: 0 	 Training Loss: 3.640667
Train Epoch: 0 	 Validation Loss: 3.652152
Train Epoch: 10 	 Training Loss: 2.797361
Train Epoch: 10 	 Validation Loss: 2.820387
Train Epoch: 10 	 Training Loss: 2.736258
Train Epoch: 10 	 Validation Loss: 2.841974
Train Epoch: 20 	 Training Loss: 2.460568
Train Epoch: 20 	 Training Loss: 2.419287
Train Epoch: 20 	 Validation Loss: 2.500624
Train Epoch: 20 	 Validation Loss: 2.538176
Train Epoch: 30 	 Training Loss: 2.283525
Train Epoch: 30 	 Validation Loss: 2.400612
Train Epoch: 30 	 Training Loss: 2.310600
Train Epoch: 30 	 Validation Loss: 2.355518
Train Epoch: 40 	 Training Loss: 2.220492
Train Epoch: 40 	 Validation Loss: 2.333757
Train Epoch: 40 	 Training Loss: 2.239632
Train Epoch: 40 	 Validation Loss: 2.285857
Train Epoch: 50 	 Training Loss: 2.189955
Train Epoch: 50 	 Validation Loss: 2.300403
Train Epoch: 50 	 Training Loss: 2.204889
Train Epoch: 50 	 Validation Loss: 2.251560
Train Epoch: 60 	 Training Loss: 2.174432
Train Epoch: 60 	 Validation Loss: 2.283690
Train Epoch: 60 	 Training Loss: 2.187273
Train Epoch: 60 	 Validation Loss: 2.234459
Train Epoch: 70 	 Training Loss: 2.177740
Train Epoch: 70 	 Validation Loss: 2.225813
Train Epoch: 70 	 Training Loss: 2.165827
Train Epoch: 70 	 Validation Loss: 2.275444
Train Epoch: 80 	 Training Loss: 2.171964
Train Epoch: 80 	 Validation Loss: 2.221344
Train Epoch: 80 	 Training Loss: 2.160384
Train Epoch: 80 	 Validation Loss: 2.271587
Train Epoch: 90 	 Training Loss: 2.167950
Train Epoch: 90 	 Validation Loss: 2.218978
Train Epoch: 90 	 Training Loss: 2.156441
Train Epoch: 90 	 Validation Loss: 2.270039
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 28693.793547
Train Epoch: 0 	 Validation Loss: 30904.258984
Train Epoch: 0 	 Training Loss: 28268.648365
Train Epoch: 0 	 Validation Loss: 24555.411133
Train Epoch: 10 	 Training Loss: 17646.429905
Train Epoch: 10 	 Validation Loss: 15414.722461
Train Epoch: 10 	 Training Loss: 17905.785952
Train Epoch: 10 	 Validation Loss: 19396.410352
Train Epoch: 20 	 Training Loss: 12047.865451
Train Epoch: 20 	 Validation Loss: 10563.976367
Train Epoch: 20 	 Training Loss: 12226.404405
Train Epoch: 20 	 Validation Loss: 13293.633789
Train Epoch: 30 	 Training Loss: 8726.354474
Train Epoch: 30 	 Validation Loss: 7671.352148
Train Epoch: 30 	 Training Loss: 8856.542046
Train Epoch: 30 	 Validation Loss: 9654.056934
Train Epoch: 40 	 Training Loss: 6685.581172
Train Epoch: 40 	 Validation Loss: 7300.850000
Train Epoch: 40 	 Training Loss: 6586.816949
Train Epoch: 40 	 Validation Loss: 5801.287988
Train Epoch: 50 	 Training Loss: 5201.101933
Train Epoch: 50 	 Validation Loss: 5687.435254
Train Epoch: 50 	 Training Loss: 5123.965386
Train Epoch: 50 	 Validation Loss: 4519.224316
Train Epoch: 60 	 Training Loss: 4139.384069
Train Epoch: 60 	 Validation Loss: 4531.120654
Train Epoch: 60 	 Training Loss: 4077.801062
Train Epoch: 60 	 Validation Loss: 3600.442749
Train Epoch: 70 	 Training Loss: 3353.062229
Train Epoch: 70 	 Validation Loss: 3673.350879
Train Epoch: 70 	 Training Loss: 3303.045284
Train Epoch: 70 	 Validation Loss: 2918.907764
Train Epoch: 80 	 Training Loss: 2754.317781
Train Epoch: 80 	 Validation Loss: 3019.350024
Train Epoch: 80 	 Training Loss: 2713.148541
Train Epoch: 80 	 Validation Loss: 2399.300732
Train Epoch: 90 	 Training Loss: 2288.055745
Train Epoch: 90 	 Validation Loss: 2509.516260
Train Epoch: 90 	 Training Loss: 2253.800759
Train Epoch: 90 	 Validation Loss: 1994.251343
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 44921.306496
Train Epoch: 0 	 Validation Loss: 48659.210156
Train Epoch: 0 	 Training Loss: 3.542152
Train Epoch: 0 	 Validation Loss: 3.225642
Train Epoch: 10 	 Training Loss: 2.677528
Train Epoch: 10 	 Training Loss: 28133.931098
Train Epoch: 10 	 Validation Loss: 30653.047656
Train Epoch: 10 	 Validation Loss: 2.529161
Train Epoch: 20 	 Training Loss: 19278.233181
Train Epoch: 20 	 Validation Loss: 21078.452344
Train Epoch: 20 	 Training Loss: 2.379493
Train Epoch: 20 	 Validation Loss: 2.298116
Train Epoch: 30 	 Training Loss: 2.256343
Train Epoch: 30 	 Validation Loss: 2.208252
Train Epoch: 30 	 Training Loss: 14000.363010
Train Epoch: 30 	 Validation Loss: 15344.442969
Train Epoch: 40 	 Training Loss: 2.201212
Train Epoch: 40 	 Training Loss: 10588.641583
Train Epoch: 40 	 Validation Loss: 2.172174
Train Epoch: 40 	 Validation Loss: 11625.155078
Train Epoch: 50 	 Training Loss: 2.175550
Train Epoch: 50 	 Validation Loss: 2.158723
Train Epoch: 50 	 Training Loss: 8249.611672
Train Epoch: 50 	 Validation Loss: 9068.779004
Train Epoch: 60 	 Training Loss: 2.163071
Train Epoch: 60 	 Validation Loss: 2.154947
Train Epoch: 60 	 Training Loss: 6573.237431
Train Epoch: 60 	 Validation Loss: 7233.053418
Train Epoch: 70 	 Training Loss: 2.156429
Train Epoch: 70 	 Validation Loss: 2.155158
Train Epoch: 70 	 Training Loss: 5329.594202
Train Epoch: 70 	 Validation Loss: 5869.096094
Train Epoch: 80 	 Training Loss: 2.152315
Train Epoch: 80 	 Validation Loss: 2.156904
Train Epoch: 80 	 Training Loss: 4381.311352
Train Epoch: 80 	 Validation Loss: 4827.782129
Train Epoch: 90 	 Training Loss: 2.149318
Train Epoch: 90 	 Validation Loss: 2.159202
Train Epoch: 90 	 Training Loss: 3641.985388
Train Epoch: 90 	 Validation Loss: 4015.104688
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.692076
Train Epoch: 0 	 Training Loss: 3.825937
Train Epoch: 0 	 Validation Loss: 3.538363
Train Epoch: 0 	 Validation Loss: 3.304288
Train Epoch: 10 	 Training Loss: 2.812362
Train Epoch: 10 	 Training Loss: 2.800482
Train Epoch: 10 	 Validation Loss: 2.559622
Train Epoch: 10 	 Validation Loss: 2.743161
Train Epoch: 20 	 Training Loss: 2.468791
Train Epoch: 20 	 Validation Loss: 2.439894
Train Epoch: 20 	 Training Loss: 2.463476
Train Epoch: 20 	 Validation Loss: 2.310523
Train Epoch: 30 	 Training Loss: 2.319690
Train Epoch: 30 	 Validation Loss: 2.301977
Train Epoch: 30 	 Training Loss: 2.316399
Train Epoch: 30 	 Validation Loss: 2.211074
Train Epoch: 40 	 Training Loss: 2.247750
Train Epoch: 40 	 Training Loss: 2.247973
